<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2008.08.27	1.83840	1.84880	1.82850	1.83430	14837	0	20
2008.08.28	1.83420	1.83980	1.82400	1.82860	18059	0	20
2008.08.29	1.82870	1.83420	1.81740	1.82100	13860	0	20
2008.09.01	1.81100	1.81270	1.79830	1.79910	14326	0	20
2008.09.02	1.79930	1.80020	1.77820	1.78320	20682	0	20
2008.09.03	1.78310	1.78400	1.76670	1.77510	18698	0	20
2008.09.04	1.77520	1.78600	1.75550	1.76020	21352	0	20
2008.09.05	1.76030	1.77450	1.75370	1.76650	24037	0	20
2008.09.08	1.78720	1.79740	1.74710	1.75790	25743	0	20
2008.09.09	1.75740	1.77070	1.75050	1.75900	22763	0	20
2008.09.10	1.75880	1.76780	1.74800	1.74930	19984	0	20
2008.09.11	1.74980	1.76110	1.74460	1.75840	21898	0	20
2008.09.12	1.75850	1.79580	1.75430	1.79410	20460	0	20
2008.09.15	1.79910	1.81300	1.77650	1.79870	26708	0	20
2008.09.16	1.79880	1.80100	1.77310	1.78090	28056	0	20
2008.09.17	1.78070	1.82440	1.77870	1.81370	25717	0	20
2008.09.18	1.81450	1.82770	1.80900	1.81570	25861	0	20
2008.09.19	1.81640	1.83870	1.79160	1.83150	23764	0	20
2008.09.22	1.83250	1.86410	1.82640	1.85790	22787	0	20
2008.09.23	1.85760	1.86340	1.84720	1.85330	17219	0	20
2008.09.24	1.85320	1.86060	1.84580	1.84670	17902	0	20
2008.09.25	1.84710	1.86680	1.83060	1.83820	19595	0	20
2008.09.26	1.83850	1.84680	1.83350	1.84410	20227	0	20
2008.09.29	1.82800	1.83420	1.79600	1.80430	23000	0	20
2008.09.30	1.80400	1.81180	1.77590	1.78350	24975	0	20
2008.10.01	1.78380	1.78730	1.76340	1.77040	25236	0	20
2008.10.02	1.77050	1.77250	1.75510	1.76250	24924	0	20
2008.10.03	1.76240	1.78360	1.75600	1.77140	24388	0	20
2008.10.06	1.76240	1.76950	1.73350	1.74330	32350	0	20
2008.10.07	1.74340	1.76580	1.73180	1.75160	30620	0	20
2008.10.08	1.75190	1.76590	1.72600	1.72740	35560	0	20
2008.10.09	1.72760	1.73980	1.70630	1.70940	27071	0	20
2008.10.10	1.70930	1.71790	1.67860	1.70490	32148	0	20
2008.10.13	1.71180	1.74420	1.69260	1.74090	28219	0	20
2008.10.14	1.74100	1.76230	1.73920	1.74130	27954	0	20
2008.10.15	1.74140	1.76020	1.71360	1.71440	27507	0	20
2008.10.16	1.71430	1.73530	1.71400	1.73190	30868	0	20
2008.10.17	1.73180	1.73810	1.72240	1.72810	17128	0	20
2008.10.20	1.73060	1.75170	1.71040	1.71520	20635	0	20
2008.10.21	1.71470	1.71970	1.66520	1.66900	25206	0	20
2008.10.22	1.66940	1.67160	1.61360	1.62090	33357	0	20
2008.10.23	1.62100	1.63440	1.60450	1.63040	28956	0	20
2008.10.24	1.63030	1.63040	1.52690	1.59070	44858	0	20
2008.10.27	1.57250	1.58760	1.52780	1.55350	41145	0	20
2008.10.28	1.55310	1.60360	1.54070	1.60260	33407	0	20
2008.10.29	1.60250	1.64730	1.59380	1.63630	37836	0	20
2008.10.30	1.63610	1.66710	1.62120	1.63730	36212	0	20
2008.10.31	1.63800	1.64180	1.60020	1.60750	37667	0	20
2008.11.03	1.61010	1.63970	1.57240	1.57320	33354	0	20
2008.11.04	1.57330	1.61070	1.56030	1.59650	39021	0	20
2008.11.05	1.59620	1.61980	1.57620	1.58840	42279	0	20
2008.11.06	1.58860	1.60390	1.55590	1.55670	38861	0	20
2008.11.07	1.55680	1.58760	1.55350	1.56420	28043	0	20
2008.11.10	1.57630	1.58840	1.55740	1.56250	23492	0	20
2008.11.11	1.56260	1.57030	1.53600	1.53790	22924	0	20
2008.11.12	1.53780	1.54840	1.48330	1.48560	24461	0	20
2008.11.13	1.48540	1.49930	1.45570	1.48290	29335	0	20
2008.11.14	1.48310	1.49610	1.46560	1.47390	31143	0	20
2008.11.17	1.46660	1.50830	1.46570	1.49530	26808	0	20
2008.11.18	1.49520	1.50900	1.49000	1.49750	20157	0	20
2008.11.19	1.49790	1.52480	1.49030	1.49590	21737	0	20
2008.11.20	1.49560	1.49930	1.47120	1.47370	23072	0	20
2008.11.21	1.47330	1.50610	1.47050	1.49250	21166	0	20
2008.11.24	1.49570	1.51890	1.48420	1.51850	21836	0	20
2008.11.25	1.51830	1.55340	1.49820	1.54560	24214	0	20
2008.11.26	1.54550	1.54550	1.51770	1.53420	21068	0	20
2008.11.27	1.53410	1.55120	1.53130	1.53940	13599	0	20
2008.11.28	1.53870	1.54480	1.52590	1.53690	17252	0	20
2008.12.01	1.53810	1.53960	1.48070	1.48870	19515	0	20
2008.12.02	1.48860	1.50690	1.47770	1.49170	21171	0	20
2008.12.03	1.49190	1.49310	1.46650	1.47760	21383	0	20
2008.12.04	1.47730	1.48130	1.44670	1.46870	23209	0	20
2008.12.05	1.46820	1.47740	1.45300	1.46850	20996	0	20
2008.12.08	1.47160	1.50470	1.46830	1.48910	19001	0	20
2008.12.09	1.48890	1.48980	1.46790	1.47550	14569	0	20
2008.12.10	1.47560	1.48780	1.47340	1.47980	13252	0	20
2008.12.11	1.47970	1.50800	1.47720	1.50390	14916	0	20
2008.12.12	1.50380	1.51130	1.48160	1.49440	16858	0	20
2008.12.15	1.49580	1.53760	1.49200	1.53110	22862	0	20
2008.12.16	1.53090	1.56470	1.52040	1.55780	16740	0	20
2008.12.17	1.55770	1.57220	1.52470	1.55140	20621	0	20
2008.12.18	1.55170	1.56160	1.48960	1.50290	28861	0	20
2008.12.19	1.50270	1.51860	1.48100	1.49270	24816	0	20
2008.12.22	1.49480	1.49900	1.46860	1.48200	19610	0	20
2008.12.23	1.48210	1.48970	1.46710	1.47270	18426	0	20
2008.12.24	1.47190	1.48040	1.46580	1.47120	13875	0	20
2008.12.26	1.47670	1.47830	1.45810	1.46170	4416	0	20
2008.12.29	1.46570	1.47700	1.43820	1.44180	12962	0	20
2008.12.30	1.44140	1.45510	1.43940	1.44300	11083	0	20
2008.12.31	1.44270	1.46980	1.43540	1.45370	10735	0	20
2009.01.02	1.46080	1.46100	1.43770	1.45470	10964	0	20
2009.01.05	1.45460	1.47380	1.44310	1.46890	19606	0	20
2009.01.06	1.46810	1.49920	1.45030	1.49030	21496	0	20
2009.01.07	1.49050	1.52790	1.48050	1.51190	20224	0	20
2009.01.08	1.51140	1.53720	1.49830	1.52280	22048	0	20
2009.01.09	1.52290	1.53480	1.51160	1.51630	25598	0	20
2009.01.12	1.50680	1.51150	1.48020	1.48140	27349	0	20
2009.01.13	1.48110	1.48280	1.44690	1.45080	27722	0	20
2009.01.14	1.45090	1.47060	1.44910	1.45910	25903	0	20
2009.01.15	1.45900	1.46830	1.44750	1.46520	26002	0	20
2009.01.16	1.46530	1.49800	1.46480	1.47320	28205	0	20
2009.01.19	1.48720	1.49090	1.43570	1.43850	22041	0	20
2009.01.20	1.43910	1.44440	1.38110	1.38710	36350	0	20
2009.01.21	1.38700	1.40250	1.36210	1.40210	35008	0	20
2009.01.22	1.40180	1.40200	1.36890	1.38840	31722	0	20
2009.01.23	1.38890	1.38910	1.35030	1.37990	31417	0	20
2009.01.26	1.36820	1.40630	1.35470	1.40080	36273	0	20
2009.01.27	1.40070	1.42400	1.39280	1.41560	31515	0	20
2009.01.28	1.41520	1.43740	1.41240	1.42450	29513	0	20
2009.01.29	1.42440	1.44100	1.40710	1.42850	27653	0	20
2009.01.30	1.42840	1.45420	1.41860	1.45390	32667	0	20
2009.02.02	1.44380	1.44680	1.40510	1.42300	31478	0	20
2009.02.03	1.42310	1.44840	1.41520	1.44280	28055	0	20
2009.02.04	1.44290	1.45770	1.43230	1.44410	29507	0	20
2009.02.05	1.44400	1.47020	1.43660	1.46260	30612	0	20
2009.02.06	1.46250	1.48420	1.45880	1.47860	26975	0	20
2009.02.09	1.48118	1.49845	1.47019	1.48885	41022	0	20
2009.02.10	1.48895	1.49125	1.44545	1.45390	39927	0	20
2009.02.11	1.45400	1.45650	1.43150	1.43660	35841	0	20
2009.02.12	1.43680	1.44135	1.41340	1.42890	34294	0	20
2009.02.13	1.42870	1.46055	1.42520	1.43535	28915	0	20
2009.02.16	1.42115	1.43180	1.41490	1.42878	19167	0	20
2009.02.17	1.42839	1.43125	1.41225	1.42365	33743	0	20
2009.02.18	1.42345	1.42975	1.40930	1.42373	30805	0	20
2009.02.19	1.42371	1.44470	1.42161	1.42945	32911	0	20
2009.02.20	1.42925	1.44835	1.41495	1.44315	29885	0	20
2009.02.23	1.43970	1.46605	1.43640	1.44954	50322	0	20
2009.02.24	1.44942	1.45774	1.43734	1.45235	47818	0	20
2009.02.25	1.45245	1.46055	1.41737	1.42105	42432	0	20
2009.02.26	1.42122	1.43826	1.41600	1.43060	40716	0	20
2009.02.27	1.43055	1.43636	1.41105	1.43145	44310	0	20
2009.03.02	1.42690	1.42880	1.39566	1.40316	52762	0	20
2009.03.03	1.40315	1.41557	1.39837	1.40299	54754	0	20
2009.03.04	1.40306	1.41985	1.39850	1.41865	42324	0	20
2009.03.05	1.41860	1.42320	1.40366	1.41211	36833	0	20
2009.03.06	1.41216	1.43046	1.40386	1.40921	41699	0	20
2009.03.09	1.41265	1.41821	1.37411	1.37718	41174	0	20
2009.03.10	1.37710	1.39071	1.36881	1.37726	39940	0	20
2009.03.11	1.37721	1.38880	1.36542	1.38486	39891	0	20
2009.03.12	1.38508	1.39827	1.36998	1.39179	43590	0	20
2009.03.13	1.39180	1.40700	1.38626	1.40011	45685	0	20
2009.03.16	1.39135	1.42306	1.39121	1.40701	39805	0	20
2009.03.17	1.40711	1.41371	1.39636	1.40558	47739	0	20
2009.03.18	1.40559	1.43331	1.38436	1.42819	59099	0	20
2009.03.19	1.42839	1.45948	1.41610	1.44955	66764	0	20
2009.03.20	1.44956	1.45872	1.43940	1.44636	50312	0	20
2009.03.23	1.44910	1.46485	1.44481	1.45567	38187	0	20
2009.03.24	1.45561	1.47785	1.45547	1.47157	44796	0	20
2009.03.25	1.47164	1.47375	1.45146	1.45459	50018	0	20
2009.03.26	1.45450	1.46366	1.44226	1.44563	47646	0	20
2009.03.27	1.44572	1.44931	1.42676	1.43191	45809	0	20
2009.03.30	1.42458	1.42966	1.41096	1.42645	39943	0	20
2009.03.31	1.42636	1.43720	1.42391	1.43231	52206	0	20
2009.04.01	1.43221	1.44832	1.42721	1.44516	45362	0	20
2009.04.02	1.44521	1.47490	1.44511	1.47312	45420	0	20
2009.04.03	1.47311	1.48460	1.46479	1.48387	38716	0	20
2009.04.06	1.48447	1.49574	1.46696	1.47445	40686	0	20
2009.04.07	1.47451	1.47758	1.45799	1.47382	46466	0	20
2009.04.08	1.47368	1.47459	1.46348	1.47019	51829	0	20
2009.04.09	1.47002	1.47780	1.45854	1.46694	50446	0	20
2009.04.10	1.46695	1.46811	1.46171	1.46776	19459	0	20
2009.04.13	1.46402	1.48675	1.46041	1.48473	32818	0	20
2009.04.14	1.48478	1.49435	1.48249	1.48931	42376	0	20
2009.04.15	1.48856	1.50346	1.48213	1.49858	54503	0	20
2009.04.16	1.49861	1.50662	1.48375	1.49187	51929	0	20
2009.04.17	1.49186	1.49406	1.47540	1.47961	42916	0	20
2009.04.20	1.47806	1.48135	1.45000	1.45371	39935	0	20
2009.04.21	1.45376	1.47075	1.44674	1.46724	50409	0	20
2009.04.22	1.46723	1.46845	1.43958	1.44791	51036	0	20
2009.04.23	1.44796	1.47411	1.44404	1.47066	40953	0	20
2009.04.24	1.47051	1.47733	1.45738	1.46775	42318	0	20
2009.04.27	1.46628	1.46934	1.45140	1.46226	38860	0	20
2009.04.28	1.46231	1.46896	1.45154	1.46266	44993	0	20
2009.04.29	1.46270	1.48116	1.46167	1.47508	42114	0	20
2009.04.30	1.47513	1.49456	1.47031	1.47781	58219	0	20
2009.05.01	1.47780	1.49326	1.47531	1.49216	38729	0	20
2009.05.04	1.49211	1.50362	1.48348	1.50349	33795	0	20
2009.05.05	1.50346	1.51609	1.49820	1.50608	59579	0	20
2009.05.06	1.50610	1.51494	1.49911	1.51179	61120	0	20
2009.05.07	1.51178	1.51952	1.49424	1.50281	60282	0	20
2009.05.08	1.50277	1.52466	1.49672	1.52331	50131	0	20
2009.05.11	1.52276	1.52450	1.50650	1.51125	42847	0	20
2009.05.12	1.51126	1.53520	1.50725	1.52678	49794	0	20
2009.05.13	1.52677	1.53306	1.50845	1.51531	59066	0	20
2009.05.14	1.51481	1.52456	1.50575	1.52151	51664	0	20
2009.05.15	1.52152	1.52867	1.51326	1.51788	60768	0	20
2009.05.18	1.51720	1.53480	1.51160	1.53370	56440	0	20
2009.05.19	1.53370	1.55220	1.52940	1.54730	68124	0	20
2009.05.20	1.54720	1.57910	1.54470	1.57380	69423	0	20
2009.05.21	1.57380	1.58890	1.55150	1.58490	76673	0	20
2009.05.22	1.58490	1.59420	1.57560	1.59300	82528	0	20
2009.05.25	1.59290	1.59370	1.58340	1.59180	31936	0	20
2009.05.26	1.59180	1.59680	1.57770	1.59280	87533	0	20
2009.05.27	1.59290	1.60840	1.59250	1.59610	103795	0	20
2009.05.28	1.59590	1.60120	1.58530	1.59300	103162	0	20
2009.05.29	1.59310	1.61960	1.59170	1.61880	95659	0	20
2009.06.01	1.61820	1.64950	1.61620	1.64390	102171	0	20
2009.06.02	1.64390	1.65950	1.63230	1.65830	102524	0	20
2009.06.03	1.65830	1.66610	1.62420	1.62950	117423	0	20
2009.06.04	1.62970	1.64320	1.60920	1.61370	118618	0	20
2009.06.05	1.61370	1.62400	1.59410	1.59790	107154	0	20
2009.06.08	1.59530	1.61010	1.58020	1.60420	93486	0	20
2009.06.09	1.60450	1.63590	1.59850	1.63140	99724	0	20
2009.06.10	1.63150	1.64710	1.62400	1.63430	111331	0	20
2009.06.11	1.63430	1.66170	1.63400	1.65720	102822	0	20
2009.06.12	1.65720	1.65960	1.63470	1.64430	44891	0	20
2009.06.15	1.64250	1.64430	1.62420	1.63040	27407	0	20
2009.06.16	1.63030	1.65080	1.62100	1.63950	32608	0	20
2009.06.17	1.63960	1.64830	1.62200	1.63890	23003	0	20
2009.06.18	1.63900	1.64690	1.61880	1.63410	23584	0	20
2009.06.19	1.63420	1.65610	1.63050	1.64940	20222	0	20
2009.06.22	1.65060	1.65150	1.63210	1.63440	19591	0	20
2009.06.23	1.63430	1.64740	1.62090	1.64500	25285	0	20
2009.06.24	1.64490	1.66020	1.63700	1.64110	28413	0	20
2009.06.25	1.64120	1.64680	1.62320	1.63786	56423	0	20
2009.06.26	1.63784	1.65586	1.63644	1.65244	88096	0	20
2009.06.29	1.65011	1.65853	1.64279	1.65556	76806	0	20
2009.06.30	1.65555	1.67427	1.64216	1.64640	94299	0	20
2009.07.01	1.64638	1.65434	1.63839	1.64846	71207	0	20
2009.07.02	1.64840	1.64989	1.63240	1.63380	60093	0	20
2009.07.03	1.63400	1.64290	1.63030	1.63320	13468	0	20
2009.07.06	1.62830	1.63280	1.60950	1.62720	21753	0	20
2009.07.07	1.62710	1.62950	1.61180	1.61270	22430	0	20
2009.07.08	1.61260	1.61380	1.59850	1.60530	24395	0	20
2009.07.09	1.60540	1.63800	1.60280	1.63390	24866	0	20
2009.07.10	1.63380	1.63410	1.61550	1.62110	22549	0	20
2009.07.13	1.61830	1.62420	1.60340	1.62420	22701	0	20
2009.07.14	1.62430	1.63440	1.62280	1.63250	27904	0	20
2009.07.15	1.63230	1.64670	1.63020	1.64220	20236	0	20
2009.07.16	1.64230	1.64810	1.63560	1.64410	20752	0	20
2009.07.17	1.64400	1.64410	1.62660	1.63350	19774	0	20
2009.07.20	1.63620	1.65570	1.63590	1.65470	21514	0	20
2009.07.21	1.65460	1.65520	1.63840	1.64500	20764	0	20
2009.07.22	1.64510	1.65050	1.63110	1.64610	20539	0	20
2009.07.23	1.64600	1.65840	1.64340	1.64870	20545	0	20
2009.07.24	1.64860	1.65430	1.63910	1.64240	16715	0	20
2009.07.27	1.64480	1.65240	1.63820	1.64910	14880	0	20
2009.07.28	1.64900	1.65560	1.63910	1.64260	14569	0	20
2009.07.29	1.64270	1.64690	1.63470	1.63680	19043	0	20
2009.07.30	1.63690	1.65260	1.63400	1.64930	17098	0	20
2009.07.31	1.64970	1.67320	1.64740	1.67120	15208	0	20
2009.08.03	1.68610	1.69860	1.68180	1.69380	9472	0	20
2009.08.04	1.69390	1.70040	1.68890	1.69340	16644	0	20
2009.08.05	1.69350	1.70430	1.69020	1.69930	18071	0	20
2009.08.06	1.69940	1.70310	1.67520	1.67770	17787	0	20
2009.08.07	1.67760	1.68350	1.66520	1.66830	16548	0	20
2009.08.10	1.66820	1.67180	1.64310	1.64860	16819	0	20
2009.08.11	1.64820	1.65220	1.64320	1.64780	14742	0	20
2009.08.12	1.64790	1.65600	1.63920	1.64930	17535	0	20
2009.08.13	1.64950	1.66640	1.64850	1.65700	16964	0	20
2009.08.14	1.65690	1.66080	1.64850	1.65430	14688	0	20
2009.08.17	1.65050	1.65190	1.62760	1.63340	16265	0	20
2009.08.18	1.63330	1.65870	1.63260	1.65590	12683	0	20
2009.08.19	1.65580	1.65930	1.63760	1.65380	17344	0	20
2009.08.20	1.65370	1.66060	1.64510	1.65020	14027	0	20
2009.08.21	1.65030	1.66240	1.64200	1.65070	14499	0	20
2009.08.24	1.65040	1.65450	1.63930	1.64140	10733	0	20
2009.08.25	1.64130	1.64440	1.63310	1.63440	13866	0	20
2009.08.26	1.63450	1.63540	1.61600	1.62320	14672	0	20
2009.08.27	1.62310	1.63030	1.61540	1.62700	14904	0	20
2009.08.28	1.62710	1.63770	1.62580	1.62700	13066	0	20
2009.08.31	1.62670	1.63300	1.61840	1.62860	11409	0	20
2009.09.01	1.62840	1.63730	1.61130	1.61520	60886	0	20
2009.09.02	1.61530	1.62980	1.61140	1.62650	59558	0	20
2009.09.03	1.62650	1.64110	1.62360	1.63310	54670	0	20
2009.09.04	1.63310	1.64090	1.62850	1.63910	48249	0	20
2009.09.07	1.63930	1.64400	1.63260	1.63400	36907	0	20
2009.09.08	1.63410	1.65850	1.63220	1.65000	54435	0	20
2009.09.09	1.65000	1.65910	1.64540	1.65460	34338	0	20
2009.09.10	1.65470	1.66860	1.64800	1.66550	12838	0	20
2009.09.11	1.66560	1.67410	1.66430	1.66550	13023	0	20
2009.09.14	1.66840	1.66840	1.65210	1.65780	12662	0	20
2009.09.15	1.65770	1.66570	1.64030	1.64860	13426	0	20
2009.09.16	1.64850	1.65330	1.64320	1.64820	13378	0	20
2009.09.17	1.64810	1.65670	1.64250	1.64470	13546	0	20
2009.09.18	1.64460	1.64530	1.62300	1.62700	13088	0	20
2009.09.21	1.62160	1.62640	1.61330	1.62070	11673	0	20
2009.09.22	1.62080	1.63940	1.62080	1.63540	12551	0	20
2009.09.23	1.63530	1.64670	1.63240	1.63260	15581	0	20
2009.09.24	1.63240	1.63860	1.60220	1.60610	16357	0	20
2009.09.25	1.60620	1.60620	1.59160	1.59490	15880	0	20
2009.09.28	1.59670	1.59680	1.57700	1.58790	15793	0	20
2009.09.29	1.58800	1.59880	1.58240	1.59580	16354	0	20
2009.09.30	1.59570	1.61250	1.59440	1.60060	17077	0	20
2009.10.01	1.60050	1.60230	1.59240	1.59410	15327	0	20
2009.10.02	1.59420	1.59540	1.58060	1.59450	14275	0	20
2009.10.05	1.59270	1.60230	1.59020	1.59330	11543	0	20
2009.10.06	1.59320	1.60460	1.58760	1.59120	33372	0	20
2009.10.07	1.59130	1.59710	1.58580	1.59570	13896	0	20
2009.10.08	1.59550	1.61150	1.59490	1.60670	14724	0	20
2009.10.09	1.60680	1.60720	1.58250	1.58440	13848	0	20
2009.10.12	1.58560	1.58820	1.57280	1.58000	10761	0	20
2009.10.13	1.57990	1.59380	1.57080	1.59170	14579	0	20
2009.10.14	1.59200	1.60240	1.59020	1.60020	14149	0	20
2009.10.15	1.60010	1.62980	1.59930	1.62600	13967	0	20
2009.10.16	1.62590	1.63980	1.62520	1.63550	14528	0	20
2009.10.19	1.63130	1.64340	1.62410	1.64240	12470	0	20
2009.10.20	1.64230	1.64880	1.63280	1.63850	13452	0	20
2009.10.21	1.63860	1.66360	1.63460	1.65900	13827	0	20
2009.10.22	1.65910	1.66370	1.64860	1.66160	12942	0	20
2009.10.23	1.66150	1.66920	1.62990	1.63050	14588	0	20
2009.10.26	1.63170	1.63950	1.62510	1.63210	11539	0	20
2009.10.27	1.63220	1.64380	1.62850	1.63730	14200	0	20
2009.10.28	1.63740	1.64620	1.62860	1.63900	14171	0	20
2009.10.29	1.63910	1.66030	1.63380	1.65610	13423	0	20
2009.10.30	1.65606	1.65776	1.64089	1.64488	61605	0	20
2009.11.02	1.63928	1.64770	1.63287	1.64025	64794	0	17
2009.11.03	1.64022	1.64542	1.62617	1.64211	61711	0	22
2009.11.04	1.64215	1.65965	1.64003	1.65607	61814	0	20
2009.11.05	1.65613	1.66351	1.64656	1.65775	61956	0	15
2009.11.06	1.65773	1.66333	1.65169	1.66102	51049	0	20
2009.11.09	1.66460	1.68414	1.66154	1.67621	55108	0	15
2009.11.10	1.67832	1.67873	1.66010	1.67373	59495	0	28
2009.11.11	1.67371	1.67967	1.65354	1.65803	62260	0	21
2009.11.12	1.65798	1.66247	1.65148	1.65808	65473	0	19
2009.11.13	1.65807	1.67053	1.65742	1.66724	53968	0	18
2009.11.16	1.67101	1.68752	1.66690	1.68225	58134	0	21
2009.11.17	1.68226	1.68738	1.67563	1.68029	65908	0	19
2009.11.18	1.68031	1.68445	1.67139	1.67422	59186	0	19
2009.11.19	1.67421	1.67457	1.66056	1.66525	62593	0	21
2009.11.20	1.66527	1.66743	1.64598	1.65018	60427	0	22
2009.11.23	1.64757	1.66472	1.64751	1.66095	55122	0	20
2009.11.24	1.66094	1.66177	1.64968	1.65793	61001	0	20
2009.11.25	1.65797	1.67447	1.65765	1.66985	55792	0	21
2009.11.26	1.66984	1.67248	1.64665	1.64987	52062	0	21
2009.11.27	1.64988	1.65104	1.62711	1.64995	63819	0	18
2009.11.30	1.65251	1.65918	1.63799	1.64468	63524	0	20
2009.12.01	1.64473	1.66460	1.63912	1.66061	57009	0	15
2009.12.02	1.66066	1.66944	1.65496	1.66403	52811	0	20
2009.12.03	1.66408	1.67206	1.65283	1.65340	51616	0	20
2009.12.04	1.65348	1.66714	1.64215	1.64733	55341	0	19
2009.12.07	1.64628	1.65154	1.63131	1.64544	68410	0	16
2009.12.08	1.64542	1.64760	1.62551	1.62673	78588	0	19
2009.12.09	1.62676	1.63708	1.61669	1.62866	71040	0	20
2009.12.10	1.62867	1.63454	1.62142	1.62823	56785	0	20
2009.12.11	1.62824	1.63374	1.61970	1.62605	50629	0	20
2009.12.14	1.62210	1.63239	1.61896	1.62986	51945	0	20
2009.12.15	1.62990	1.63178	1.62051	1.62672	48179	0	20
2009.12.16	1.62669	1.64087	1.62306	1.63275	50757	0	24
2009.12.17	1.63274	1.63399	1.60789	1.61618	54861	0	20
2009.12.18	1.61619	1.62462	1.60497	1.61558	50679	0	20
2009.12.21	1.61163	1.61620	1.60278	1.60481	45575	0	20
2009.12.22	1.60432	1.60970	1.59195	1.59599	46335	0	20
2009.12.23	1.59603	1.59908	1.59219	1.59583	41865	0	24
2009.12.24	1.59584	1.60198	1.59257	1.59454	25543	0	25
2009.12.28	1.59442	1.60114	1.59301	1.59984	28682	0	30
2009.12.29	1.59985	1.60647	1.58641	1.58999	41500	0	20
2009.12.30	1.58996	1.60912	1.58294	1.60714	43432	0	20
2009.12.31	1.60717	1.62322	1.60465	1.61443	35682	0	25
2010.01.04	1.61210	1.62380	1.60554	1.60877	55538	0	23
2010.01.05	1.60875	1.61510	1.59633	1.59851	56438	0	22
2010.01.06	1.59849	1.60609	1.59361	1.60076	56201	0	20
2010.01.07	1.60086	1.60574	1.58961	1.59258	51772	0	20
2010.01.08	1.59255	1.61093	1.59147	1.60212	41803	0	20
2010.01.11	1.60585	1.61920	1.60585	1.61131	52033	0	20
2010.01.12	1.61135	1.61931	1.60623	1.61676	53984	0	21
2010.01.13	1.61674	1.63055	1.61356	1.62712	57318	0	20
2010.01.14	1.62816	1.63447	1.62495	1.63365	51906	0	20
2010.01.15	1.63368	1.63536	1.62096	1.62627	58999	0	20
2010.01.18	1.62700	1.63775	1.62497	1.63462	47608	0	20
2010.01.19	1.63466	1.64561	1.63114	1.63614	60846	0	20
2010.01.20	1.63619	1.63695	1.62433	1.62960	64418	0	20
2010.01.21	1.62957	1.63107	1.61247	1.61948	66637	0	23
2010.01.22	1.61943	1.62828	1.60777	1.61121	61819	0	20
2010.01.25	1.61060	1.62586	1.60956	1.62453	54257	0	20
2010.01.26	1.62454	1.62672	1.60927	1.61496	60410	0	20
2010.01.27	1.61493	1.62432	1.61068	1.61770	62252	0	22
2010.01.28	1.61766	1.62746	1.61121	1.61231	61642	0	20
2010.01.29	1.61230	1.61782	1.59781	1.59827	59743	0	20
2010.02.01	1.59464	1.59777	1.58500	1.59628	57773	0	22
2010.02.02	1.59634	1.59937	1.59026	1.59765	51409	0	22
2010.02.03	1.59758	1.60681	1.58760	1.59008	52332	0	20
2010.02.04	1.59004	1.59176	1.57304	1.57663	57922	0	22
2010.02.05	1.57660	1.57747	1.55582	1.56397	63853	0	20
2010.02.08	1.55973	1.56584	1.55340	1.55895	56641	0	23
2010.02.09	1.55888	1.57454	1.55616	1.57096	61637	0	23
2010.02.10	1.57059	1.57631	1.55708	1.55975	59181	0	20
2010.02.11	1.55960	1.57157	1.55594	1.56940	58754	0	22
2010.02.12	1.56940	1.57399	1.55810	1.56997	59323	0	20
2010.02.15	1.56651	1.57192	1.56120	1.56660	35786	0	20
2010.02.16	1.56659	1.57939	1.56267	1.57839	52638	0	20
2010.02.17	1.57839	1.58146	1.56658	1.56806	55594	0	20
2010.02.18	1.56812	1.56865	1.54732	1.54818	59207	0	20
2010.02.19	1.54817	1.54932	1.53501	1.54725	61307	0	20
2010.02.22	1.54547	1.55196	1.54301	1.54812	50118	0	15
2010.02.23	1.54817	1.55745	1.53927	1.54346	60886	0	15
2010.02.24	1.54346	1.54755	1.53859	1.54079	57202	0	15
2010.02.25	1.54079	1.54205	1.51895	1.52568	60283	0	18
2010.02.26	1.52572	1.53188	1.51518	1.52351	61899	0	15
2010.03.01	1.51539	1.52027	1.47838	1.49962	64632	0	15
2010.03.02	1.49966	1.49968	1.48538	1.49611	62623	0	20
2010.03.03	1.49613	1.51286	1.49589	1.50976	60967	0	15
2010.03.04	1.50976	1.51356	1.50053	1.50255	56105	0	15
2010.03.05	1.50253	1.51656	1.49919	1.51374	49163	0	15
2010.03.08	1.51311	1.51949	1.50301	1.50536	46958	0	17
2010.03.09	1.50527	1.50527	1.49353	1.49999	49183	0	19
2010.03.10	1.50007	1.50153	1.48721	1.49825	45987	0	21
2010.03.11	1.49825	1.50688	1.49455	1.50672	43796	0	20
2010.03.12	1.50670	1.52165	1.50259	1.52031	44364	0	22
2010.03.15	1.51758	1.52057	1.50191	1.50446	48605	0	21
2010.03.16	1.50447	1.52579	1.49771	1.52321	52503	0	21
2010.03.17	1.52322	1.53816	1.52082	1.53185	52443	0	15
2010.03.18	1.53185	1.53274	1.52162	1.52501	49554	0	20
2010.03.19	1.52503	1.52549	1.49886	1.50124	44445	0	20
2010.03.22	1.49935	1.51077	1.49311	1.50980	54742	0	20
2010.03.23	1.50973	1.51113	1.49724	1.50329	55062	0	20
2010.03.24	1.50329	1.50345	1.48527	1.48860	55087	0	18
2010.03.25	1.48864	1.49993	1.47983	1.48109	49472	0	21
2010.03.26	1.48120	1.49231	1.48063	1.48945	53031	0	21
2010.03.29	1.49540	1.50178	1.48913	1.49775	45990	0	21
